Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,28,23,2153,23.9,1,3,4,1,0,0,4,0,1.4,1.4,4.7,6.2,43,136,153,0.04,0.13,0.17,0.04,0.17,0.06,0.20,0.26,0.06,0.26,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,3,1,105,1.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,32,19,1566,17.4,6,5,11,6,0,0,2,0,4.0,4.0,4.5,8.5,45,70,145,0.34,0.29,0.63,0.34,0.63,0.23,0.26,0.49,0.23,0.49,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,16,10,791,8.8,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,8,47,23,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,28,15,1466,16.3,3,0,3,3,0,0,2,0,1.6,1.6,3.5,5.1,34,63,114,0.18,0.00,0.18,0.18,0.18,0.10,0.22,0.31,0.10,0.31,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,7,5,441,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,9,16,12,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,24,4,733,8.1,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.1,2,36,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,5,1,119,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,10,5,448,5.0,0,1,1,0,0,0,1,1,0.0,0.0,0.9,0.9,9,15,16,0.00,0.20,0.20,0.00,0.20,0.00,0.18,0.18,0.00,0.18,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,19,19,1647,18.3,1,0,1,1,0,0,10,1,1.1,1.0,0.1,1.1,8,27,1,0.05,0.00,0.05,0.05,0.05,0.06,0.01,0.06,0.05,0.06,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,6,4,436,4.8,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,2,9,1,0.21,0.00,0.21,0.21,0.21,0.08,0.00,0.08,0.08,0.08,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,18,13,1133,12.6,0,1,1,0,0,0,1,1,0.6,0.6,0.4,0.9,4,31,8,0.00,0.08,0.08,0.00,0.08,0.04,0.03,0.07,0.04,0.07,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,29,28,2331,25.9,10,1,11,9,1,2,6,0,11.0,9.4,2.3,11.6,80,57,242,0.39,0.04,0.42,0.35,0.39,0.43,0.09,0.51,0.36,0.45,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,0,34,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,27,6,918,10.2,2,1,3,2,0,0,3,1,1.2,1.2,1.5,2.7,25,80,39,0.20,0.10,0.29,0.20,0.29,0.12,0.15,0.27,0.12,0.27,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,26,23,2128,23.6,0,0,0,0,0,0,9,1,0.4,0.4,0.2,0.6,13,52,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,9,2,238,2.6,2,0,2,2,0,0,0,0,1.1,1.1,0.3,1.4,0,4,17,0.76,0.00,0.76,0.76,0.76,0.42,0.10,0.52,0.42,0.52,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,25,24,2067,23.0,0,0,0,0,0,0,4,0,0.9,0.9,0.6,1.4,4,44,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,4,2,283,3.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,17,12,1066,11.8,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,16,50,44,0.00,0.08,0.08,0.00,0.08,0.02,0.04,0.06,0.02,0.06,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20,20,1800,20.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,15,14,1152,12.8,0,0,0,0,0,0,4,0,1.6,1.6,0.0,1.7,2,31,1,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,19,16,1476,16.4,0,0,0,0,0,0,4,0,0.6,0.6,0.3,0.9,5,41,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,9,4,386,4.3,0,1,1,0,0,0,2,2,0.5,0.5,0.2,0.6,12,6,20,0.00,0.23,0.23,0.00,0.23,0.11,0.04,0.15,0.11,0.15,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,8,7,589,6.5,2,1,3,2,0,0,5,0,1.0,1.0,0.9,1.9,16,18,36,0.31,0.15,0.46,0.31,0.46,0.15,0.14,0.29,0.15,0.29,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,37,27,2250,25.0,7,3,10,7,0,0,0,0,6.2,6.2,2.4,8.6,89,66,183,0.28,0.12,0.40,0.28,0.40,0.25,0.10,0.35,0.25,0.35,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,20,14,1218,13.5,0,0,0,0,0,0,3,0,1.4,1.4,0.3,1.7,4,23,1,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,3,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,19,14,1366,15.2,1,1,2,1,0,0,4,0,1.0,1.0,0.6,1.6,30,59,61,0.07,0.07,0.13,0.07,0.13,0.06,0.04,0.10,0.06,0.10,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,9,5,402,4.5,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,3,7,22,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,8,4,301,3.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.3,1,5,19,0.00,0.00,0.00,0.00,0.00,0.23,0.16,0.39,0.23,0.39,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,14,9,656,7.3,2,1,3,2,0,0,0,1,2.0,2.0,1.0,3.0,9,29,60,0.27,0.14,0.41,0.27,0.41,0.27,0.14,0.41,0.27,0.41,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,5,4,290,3.2,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,6,11,32,0.00,0.31,0.31,0.00,0.31,0.01,0.07,0.07,0.01,0.07,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,4,1,130,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,7,21,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.21,0.07,0.21,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,22,13,1132,12.6,3,3,6,3,0,0,1,0,1.7,1.7,2.2,3.9,33,23,106,0.24,0.24,0.48,0.24,0.48,0.13,0.18,0.31,0.13,0.31,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,25,21,1750,19.4,1,0,1,1,0,0,5,1,0.5,0.5,0.5,1.0,22,56,14,0.05,0.00,0.05,0.05,0.05,0.02,0.03,0.05,0.02,0.05,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,26,18,1289,14.3,4,0,4,2,2,2,2,0,4.8,3.2,0.7,3.9,23,53,101,0.28,0.00,0.28,0.14,0.14,0.33,0.05,0.38,0.22,0.27,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,6,6,485,5.4,3,0,3,3,0,0,1,0,1.0,1.0,0.3,1.3,11,38,18,0.56,0.00,0.56,0.56,0.56,0.19,0.05,0.24,0.19,0.24,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,23,4,612,6.8,0,0,0,0,0,0,1,0,1.5,1.5,0.5,2.1,7,9,47,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32,32,2880,32.0,2,1,3,2,0,0,5,0,1.7,1.7,1.0,2.6,41,128,8,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.08,0.05,0.08,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,25,15,1437,16.0,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.8,22,44,68,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,16,14,1207,13.4,1,3,4,1,0,0,0,0,1.0,1.0,1.8,2.7,27,26,74,0.07,0.22,0.30,0.07,0.30,0.07,0.13,0.20,0.07,0.20,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,9,7,622,6.9,0,0,0,0,0,0,1,1,0.2,0.2,0.4,0.6,25,15,18,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,24,8,967,10.7,2,2,4,2,0,0,3,0,2.1,2.1,1.6,3.8,41,63,95,0.19,0.19,0.37,0.19,0.37,0.20,0.15,0.35,0.20,0.35,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,7,0,95,1.1,0,1,1,0,0,0,0,0,0.4,0.4,0.0,0.4,1,2,8,0.00,0.95,0.95,0.00,0.95,0.39,0.00,0.39,0.39,0.39,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,23,4,720,8.0,0,1,1,0,0,0,0,0,2.7,2.7,0.3,3.0,6,12,40,0.00,0.12,0.12,0.00,0.12,0.34,0.04,0.37,0.34,0.37,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,12,6,584,6.5,1,0,1,1,0,0,4,0,0.5,0.5,1.2,1.7,11,48,47,0.15,0.00,0.15,0.15,0.15,0.08,0.18,0.26,0.08,0.26,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,4,1,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,5,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,7,2,213,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,3,7,8,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,3,0,30,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,29,27,2124,23.6,3,3,6,3,0,0,7,0,3.7,3.7,4.1,7.8,47,88,154,0.13,0.13,0.25,0.13,0.25,0.16,0.17,0.33,0.16,0.33,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,10,7,569,6.3,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,2,33,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,29,6,995,11.1,5,2,7,5,0,0,0,0,2.3,2.3,1.8,4.2,10,20,52,0.45,0.18,0.63,0.45,0.63,0.21,0.17,0.38,0.21,0.38,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,11,7,524,5.8,3,0,3,3,0,0,2,0,1.8,1.8,1.5,3.3,5,28,65,0.52,0.00,0.52,0.52,0.52,0.31,0.25,0.57,0.31,0.57,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,30,30,2511,27.9,0,0,0,0,0,0,4,0,0.9,0.9,0.6,1.6,34,85,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5,5,450,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,17,11,1090,12.1,0,2,2,0,0,0,3,1,0.4,0.4,1.1,1.5,23,91,40,0.00,0.17,0.17,0.00,0.17,0.03,0.09,0.13,0.03,0.13,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,21,12,1036,11.5,0,0,0,0,0,0,5,0,1.0,1.0,0.4,1.3,18,41,6,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.12,0.08,0.12,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,13,2,385,4.3,1,0,1,1,0,0,2,0,1.5,1.5,0.4,1.9,2,2,27,0.23,0.00,0.23,0.23,0.23,0.34,0.10,0.45,0.34,0.45,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,9,6,558,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,9,19,18,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,14,4,446,5.0,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,9,36,21,0.00,0.20,0.20,0.00,0.20,0.08,0.42,0.50,0.08,0.50,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,22,19,1515,16.8,0,0,0,0,0,0,6,1,0.6,0.6,0.5,1.1,12,84,12,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,13,0,293,3.3,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,6,10,31,0.00,0.31,0.31,0.00,0.31,0.08,0.06,0.14,0.08,0.14,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,22,21,1923,21.4,1,2,3,1,0,0,4,0,0.8,0.8,0.8,1.6,26,135,4,0.05,0.09,0.14,0.05,0.14,0.04,0.04,0.08,0.04,0.08,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,18,10,945,10.5,0,0,0,0,0,0,2,0,0.7,0.7,1.2,1.9,22,53,65,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,24,11,1160,12.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,58,11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,24,23,1911,21.2,1,0,1,1,0,0,8,1,2.0,2.0,0.4,2.4,4,44,5,0.05,0.00,0.05,0.05,0.05,0.10,0.02,0.12,0.10,0.12,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,7,2,231,2.6,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,3,18,15,0.39,0.39,0.78,0.39,0.78,0.15,0.24,0.40,0.15,0.40,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,16,14,1081,12.0,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.3,18,73,17,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,25,17,1493,16.6,4,1,5,4,0,0,6,0,4.9,4.9,1.9,6.7,9,31,66,0.24,0.06,0.30,0.24,0.30,0.29,0.11,0.41,0.29,0.41,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,23,22,1947,21.6,0,0,0,0,0,0,5,0,1.3,1.3,0.6,1.9,9,53,1,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,4,3,172,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,4,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,16,2,402,4.5,1,1,2,1,0,0,3,0,0.9,0.9,0.4,1.4,7,26,26,0.22,0.22,0.45,0.22,0.45,0.21,0.09,0.30,0.21,0.30,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,28,27,2352,26.1,1,2,3,1,0,0,5,1,,,,,,,,0.04,0.08,0.11,0.04,0.11,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,18,17,1552,17.2,4,4,8,4,0,0,3,0,5.0,5.0,5.5,10.5,80,36,137,0.23,0.23,0.46,0.23,0.46,0.29,0.32,0.61,0.29,0.61,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,3,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,33,25,2217,24.6,1,1,2,1,0,0,11,0,1.0,1.0,3.4,4.5,90,100,156,0.04,0.04,0.08,0.04,0.08,0.04,0.14,0.18,0.04,0.18,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,16,4,594,6.6,2,1,3,2,0,0,3,0,,,,,,,,0.30,0.15,0.45,0.30,0.45,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,31,24,1964,21.8,5,4,9,5,0,0,6,0,2.8,2.8,3.5,6.3,42,72,162,0.23,0.18,0.41,0.23,0.41,0.13,0.16,0.29,0.13,0.29,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,26,20,1576,17.5,6,4,10,5,1,2,3,0,7.2,5.6,2.9,8.5,54,114,106,0.34,0.23,0.57,0.29,0.51,0.41,0.17,0.57,0.32,0.48,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,10,9,808,9.0,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,11,27,14,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,1,1,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,32,18,1652,18.4,1,2,3,1,0,0,2,0,2.8,2.8,2.6,5.3,24,102,84,0.05,0.11,0.16,0.05,0.16,0.15,0.14,0.29,0.15,0.29,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,18,12,1019,11.3,1,0,1,1,0,0,4,0,0.6,0.6,0.2,0.8,7,47,18,0.09,0.00,0.09,0.09,0.09,0.06,0.02,0.07,0.06,0.07,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,14,8,720,8.0,0,0,0,0,0,0,2,1,0.4,0.4,0.1,0.4,0,6,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,4,4,286,3.2,0,1,1,0,0,0,0,0,0.4,0.4,0.7,1.1,12,3,22,0.00,0.31,0.31,0.00,0.31,0.13,0.23,0.36,0.13,0.36,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,3,3,163,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.3,3,8,4,0.55,0.00,0.55,0.55,0.55,0.13,0.03,0.15,0.13,0.15,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,27,17,1609,17.9,1,3,4,1,0,0,3,1,2.2,2.2,2.0,4.3,80,55,129,0.06,0.17,0.22,0.06,0.22,0.12,0.11,0.24,0.12,0.24,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,19,2,517,5.7,2,0,2,1,1,1,2,0,1.8,1.0,0.1,1.1,4,22,23,0.35,0.00,0.35,0.17,0.17,0.31,0.02,0.33,0.17,0.19,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,6,4,348,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,15,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,1,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,18,7,692,7.7,1,0,1,1,0,0,2,0,1.3,1.1,0.8,1.9,29,34,97,0.13,0.00,0.13,0.13,0.13,0.17,0.10,0.27,0.15,0.25,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,19,9,968,10.8,4,2,6,4,0,0,3,0,2.6,2.6,1.6,4.2,65,41,95,0.37,0.19,0.56,0.37,0.56,0.24,0.15,0.39,0.24,0.39,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,21,13,1387,15.4,0,2,2,0,0,0,4,0,0.3,0.3,1.2,1.5,28,62,67,0.00,0.13,0.13,0.00,0.13,0.02,0.08,0.10,0.02,0.10,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,7,1,228,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,17,10,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.10,0.05,0.10,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,24,12,1174,13.0,11,3,14,11,0,1,3,0,12.1,11.3,2.9,14.2,8,20,78,0.84,0.23,1.07,0.84,1.07,0.93,0.22,1.15,0.86,1.09,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,2,1,113,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,31d1ed52
